SRNO,GRNO,date,Time,Entry,deviceId,on,off
351,GN231207,2025-08-24,06:07:38,IN,0729a1bbb26d6dda,0,1
352,GN231207,2025-08-24,06:08:0,IN,0729a1bbb26d6dda,0,1
353,L02623,2025-08-24,06:08:20,IN,0729a1bbb26d6dda,0,1
354,L00435,2025-08-24,06:10:27,IN,0729a1bbb26d6dda,0,1
355,GN230257,2025-08-24,06:10:48,IN,0729a1bbb26d6dda,0,1
356,L01730,2025-08-24,06:14:52,IN,0729a1bbb26d6dda,0,1
357,L02212,2025-08-24,06:15:1,IN,0729a1bbb26d6dda,0,1
358,GN231267,2025-08-24,06:26:59,IN,0729a1bbb26d6dda,0,1
359,L03110,2025-08-24,06:27:5,IN,0729a1bbb26d6dda,0,1
360,L02475,2025-08-24,06:27:19,IN,0729a1bbb26d6dda,0,1
361,L01108,2025-08-24,06:27:27,IN,0729a1bbb26d6dda,0,1
362,G01224,2025-08-24,06:27:34,IN,0729a1bbb26d6dda,0,1
363,G00301,2025-08-24,06:27:53,IN,0729a1bbb26d6dda,0,1
364,G01070,2025-08-24,06:30:48,IN,0729a1bbb26d6dda,0,1
365,L00134,2025-08-24,06:31:58,IN,0729a1bbb26d6dda,0,1
366,G01705,2025-08-24,06:32:2,IN,0729a1bbb26d6dda,0,1
367,L02946,2025-08-24,07:25:42,IN,0729a1bbb26d6dda,0,1
368,GN230554,2025-08-24,07:25:47,IN,0729a1bbb26d6dda,0,1
369,G02676,2025-08-24,07:46:55,IN,0729a1bbb26d6dda,0,1
370,L01978,2025-08-24,07:52:58,IN,0729a1bbb26d6dda,0,1
371,L02789,2025-08-24,07:54:1,IN,0729a1bbb26d6dda,0,1
372,G02376,2025-08-24,07:59:57,IN,0729a1bbb26d6dda,0,1
373,L00062,2025-08-24,08:00:44,IN,0729a1bbb26d6dda,0,1
374,G02936,2025-08-24,08:01:16,IN,0729a1bbb26d6dda,0,1
375,GN230082,2025-08-24,10:21:50,OUT,0729a1bbb26d6dda,0,1
376,L03110,2025-08-24,10:24:9,OUT,0729a1bbb26d6dda,0,1
377,G00301,2025-08-24,10:24:23,OUT,0729a1bbb26d6dda,0,1
378,L00287,2025-08-24,10:26:24,OUT,0729a1bbb26d6dda,0,1
379,G00866,2025-08-24,10:28:30,OUT,0729a1bbb26d6dda,0,1
380,GN231267,2025-08-24,10:29:37,OUT,0729a1bbb26d6dda,0,1
381,L00229,2025-08-24,10:30:7,OUT,0729a1bbb26d6dda,0,1
382,L00476,2025-08-24,10:30:48,OUT,0729a1bbb26d6dda,0,1
383,G03071,2025-08-24,10:31:49,OUT,0729a1bbb26d6dda,0,1
384,L00169,2025-08-24,10:34:24,OUT,0729a1bbb26d6dda,0,1
385,GN230241,2025-08-24,10:35:23,OUT,0729a1bbb26d6dda,0,1
386,G03188,2025-08-24,10:36:5,OUT,0729a1bbb26d6dda,0,1
387,GN230554,2025-08-24,10:36:11,OUT,0729a1bbb26d6dda,0,1
388,GN230268,2025-08-24,10:37:3,OUT,0729a1bbb26d6dda,0,1
389,L00402,2025-08-24,10:44:17,OUT,0729a1bbb26d6dda,0,1
390,L01382,2025-08-24,10:47:18,OUT,0729a1bbb26d6dda,0,1
391,L02068,2025-08-24,10:55:48,OUT,0729a1bbb26d6dda,0,1
392,L02801,2025-08-24,10:55:56,OUT,0729a1bbb26d6dda,0,1
393,L01076,2025-08-24,10:56:7,OUT,0729a1bbb26d6dda,0,1
394,L00278,2025-08-24,10:56:25,OUT,0729a1bbb26d6dda,0,1
395,G02860,2025-08-24,10:57:0,OUT,0729a1bbb26d6dda,0,1
396,L02517,2025-08-24,10:57:47,OUT,0729a1bbb26d6dda,0,1
397,GN230257,2025-08-24,11:12:49,OUT,0729a1bbb26d6dda,0,1
398,G03038,2025-08-24,11:14:58,OUT,0729a1bbb26d6dda,0,1
399,GN231378,2025-08-24,11:15:6,OUT,0729a1bbb26d6dda,0,1
400,L01666,2025-08-24,11:18:10,OUT,0729a1bbb26d6dda,0,1
401,L02212,2025-08-24,11:18:17,OUT,0729a1bbb26d6dda,0,1
402,L01730,2025-08-24,11:18:23,OUT,0729a1bbb26d6dda,0,1
403,G01148,2025-08-24,11:18:30,OUT,0729a1bbb26d6dda,0,1
404,G01140,2025-08-24,11:20:12,OUT,0729a1bbb26d6dda,0,1
405,G00359,2025-08-24,11:20:52,OUT,0729a1bbb26d6dda,0,1
406,GN230266,2025-08-24,11:21:53,OUT,0729a1bbb26d6dda,0,1
407,GN231207,2025-08-24,11:22:28,OUT,0729a1bbb26d6dda,0,1
408,G01908,2025-08-24,11:23:27,OUT,0729a1bbb26d6dda,0,1
409,G02422,2025-08-31,05:58:39,IN,0729a1bbb26d6dda,0,1
410,L02623,2025-08-31,05:58:46,IN,0729a1bbb26d6dda,0,1
411,L00435,2025-08-31,05:58:51,IN,0729a1bbb26d6dda,0,1
412,GN250710,2025-08-31,05:58:57,IN,0729a1bbb26d6dda,0,1
413,G01887,2025-08-31,06:05:31,IN,0729a1bbb26d6dda,0,1
414,GN250686,2025-08-31,06:10:54,IN,0729a1bbb26d6dda,0,1
415,GN250702,2025-08-31,06:11:2,IN,0729a1bbb26d6dda,0,1
416,G01031,2025-08-31,06:23:37,IN,0729a1bbb26d6dda,0,1
417,G00151,2025-08-31,06:24:2,IN,0729a1bbb26d6dda,0,1
418,G00025,2025-08-31,06:24:13,IN,0729a1bbb26d6dda,0,1
419,G01421,2025-08-31,06:24:25,IN,0729a1bbb26d6dda,0,1
420,G03222,2025-08-31,07:13:3,IN,0729a1bbb26d6dda,0,1
421,L03217,2025-08-31,07:13:9,IN,0729a1bbb26d6dda,0,1
422,G01732,2025-08-31,07:13:29,IN,0729a1bbb26d6dda,0,1
423,G03071,2025-08-31,07:27:27,IN,0729a1bbb26d6dda,0,1
424,GN230268,2025-08-31,07:29:52,IN,0729a1bbb26d6dda,0,1
425,G01629,2025-08-31,07:30:47,IN,0729a1bbb26d6dda,0,1
426,G01028,2025-08-31,07:33:42,IN,0729a1bbb26d6dda,0,1
427,GN231026,2025-08-31,07:35:47,IN,0729a1bbb26d6dda,0,1
428,GN231010,2025-08-31,07:35:53,IN,0729a1bbb26d6dda,0,1
429,G00866,2025-08-31,07:35:59,IN,0729a1bbb26d6dda,0,1
430,G00740,2025-08-31,07:36:13,IN,0729a1bbb26d6dda,0,1
431,GN230241,2025-08-31,07:37:23,IN,0729a1bbb26d6dda,0,1
432,L02823,2025-08-31,07:39:57,IN,0729a1bbb26d6dda,0,1
433,G01527,2025-08-31,07:40:2,IN,0729a1bbb26d6dda,0,1
434,G00687,2025-08-31,07:41:25,IN,0729a1bbb26d6dda,0,1
435,G01181,2025-08-31,07:41:52,IN,0729a1bbb26d6dda,0,1
436,G02835,2025-08-31,07:42:14,IN,0729a1bbb26d6dda,0,1
437,G02676,2025-08-31,07:42:40,IN,0729a1bbb26d6dda,0,1
438,L02974,2025-08-31,07:42:45,IN,0729a1bbb26d6dda,0,1
439,GN230082,2025-08-31,07:42:54,IN,0729a1bbb26d6dda,0,1
440,F02450,2025-08-31,07:43:0,IN,0729a1bbb26d6dda,0,1
441,G00912,2025-08-31,07:43:6,IN,0729a1bbb26d6dda,0,1
442,GN230383,2025-08-31,07:44:1,IN,0729a1bbb26d6dda,0,1
443,G00439,2025-08-31,07:44:31,IN,0729a1bbb26d6dda,0,1
444,M02964,2025-08-31,07:47:37,IN,0729a1bbb26d6dda,0,1
445,GN250709,2025-08-31,07:48:56,IN,0729a1bbb26d6dda,0,1
446,G00402,2025-08-31,07:49:25,IN,0729a1bbb26d6dda,0,1
447,L01218,2025-08-31,07:50:48,IN,0729a1bbb26d6dda,0,1
448,G02412,2025-08-31,07:52:17,IN,0729a1bbb26d6dda,0,1
449,L03086,2025-08-31,07:53:45,IN,0729a1bbb26d6dda,0,1
450,GN250712,2025-08-31,07:53:48,IN,0729a1bbb26d6dda,0,1
451,L00218,2025-08-31,07:54:28,IN,0729a1bbb26d6dda,0,1
452,G02935,2025-08-31,07:54:33,IN,0729a1bbb26d6dda,0,1
453,L01978,2025-08-31,07:55:49,IN,0729a1bbb26d6dda,0,1
454,L02262,2025-08-31,07:55:59,IN,0729a1bbb26d6dda,0,1
455,G00338,2025-08-31,07:56:7,IN,0729a1bbb26d6dda,0,1
456,GN231180,2025-08-31,07:56:13,IN,0729a1bbb26d6dda,0,1
457,GN230365,2025-08-31,07:56:21,IN,0729a1bbb26d6dda,0,1
458,GN230966,2025-08-31,07:56:28,IN,0729a1bbb26d6dda,0,1
459,G03190,2025-08-31,07:57:23,IN,0729a1bbb26d6dda,0,1
460,G02225,2025-08-31,07:57:55,IN,0729a1bbb26d6dda,0,1
461,G03183,2025-08-31,07:58:12,IN,0729a1bbb26d6dda,0,1
462,G02029,2025-08-31,07:58:29,IN,0729a1bbb26d6dda,0,1
463,GN230338,2025-08-31,07:58:35,IN,0729a1bbb26d6dda,0,1
464,G03297,2025-08-31,08:00:45,IN,0729a1bbb26d6dda,0,1
465,G00132,2025-08-31,08:01:0,IN,0729a1bbb26d6dda,0,1
466,G01043,2025-08-31,08:04:24,IN,0729a1bbb26d6dda,0,1
467,G00228,2025-08-31,08:07:4,IN,0729a1bbb26d6dda,0,1
468,G01230,2025-08-31,08:08:48,IN,0729a1bbb26d6dda,0,1
469,GN231180,2025-08-31,10:20:22,IN,0729a1bbb26d6dda,0,1
470,GN231180,2025-08-31,10:20:30,OUT,0729a1bbb26d6dda,0,1
471,G02935,2025-08-31,10:58:15,OUT,0729a1bbb26d6dda,0,1
472,GN230966,2025-08-31,10:58:51,OUT,0729a1bbb26d6dda,0,1
473,GN230365,2025-08-31,10:58:56,OUT,0729a1bbb26d6dda,0,1
474,L02749,2025-08-31,10:59:4,OUT,0729a1bbb26d6dda,0,1
475,L00218,2025-08-31,11:01:46,OUT,0729a1bbb26d6dda,0,1
476,G00132,2025-08-31,11:02:27,OUT,0729a1bbb26d6dda,0,1
477,G03297,2025-08-31,11:05:13,OUT,0729a1bbb26d6dda,0,1
478,G02835,2025-08-31,11:06:5,OUT,0729a1bbb26d6dda,0,1
479,G01887,2025-08-31,11:06:27,OUT,0729a1bbb26d6dda,0,1
480,G02936,2025-08-31,11:06:50,OUT,0729a1bbb26d6dda,0,1
481,L01218,2025-08-31,11:07:46,OUT,0729a1bbb26d6dda,0,1
482,G02422,2025-08-31,11:07:56,OUT,0729a1bbb26d6dda,0,1
483,GN250709,2025-08-31,11:12:20,OUT,0729a1bbb26d6dda,0,1
484,GN231207,2025-08-31,11:13:17,OUT,0729a1bbb26d6dda,0,1
485,GN230665,2025-08-31,11:13:26,OUT,0729a1bbb26d6dda,0,1
486,GN250686,2025-08-31,11:15:1,OUT,0729a1bbb26d6dda,0,1
487,G01043,2025-08-31,11:17:14,OUT,0729a1bbb26d6dda,0,1
488,G02412,2025-08-31,11:17:20,OUT,0729a1bbb26d6dda,0,1
489,G02376,2025-08-31,11:18:27,OUT,0729a1bbb26d6dda,0,1
490,L00062,2025-08-31,11:18:33,OUT,0729a1bbb26d6dda,0,1
491,L01666,2025-08-31,11:19:53,OUT,0729a1bbb26d6dda,0,1
492,G01705,2025-08-31,11:29:42,OUT,0729a1bbb26d6dda,0,1
493,L00134,2025-08-31,11:29:49,OUT,0729a1bbb26d6dda,0,1
494,G03190,2025-08-31,11:30:19,OUT,0729a1bbb26d6dda,0,1
495,L00561,2025-08-31,11:32:17,OUT,0729a1bbb26d6dda,0,1
496,G00496,2025-08-31,11:32:21,OUT,0729a1bbb26d6dda,0,1
497,L01108,2025-08-31,11:33:28,OUT,0729a1bbb26d6dda,0,1
498,G01224,2025-08-31,11:33:35,OUT,0729a1bbb26d6dda,0,1
499,G03038,2025-08-31,11:41:54,OUT,0729a1bbb26d6dda,0,1
500,L02571,2025-08-31,11:43:19,OUT,0729a1bbb26d6dda,0,1
501,F02450,2025-08-31,12:06:2,OUT,0729a1bbb26d6dda,0,1
502,M02964,2025-08-31,12:07:9,OUT,0729a1bbb26d6dda,0,1
503,L01730,2025-08-31,12:12:36,OUT,0729a1bbb26d6dda,0,1
504,G01908,2025-08-31,12:17:0,OUT,0729a1bbb26d6dda,0,1
505,GN250702,2025-08-31,12:17:49,OUT,0729a1bbb26d6dda,0,1
506,G00391,2025-08-31,12:30:23,OUT,0729a1bbb26d6dda,0,1
507,L01645,2025-08-31,12:30:37,OUT,0729a1bbb26d6dda,0,1
508,G03012,2025-08-31,12:30:43,OUT,0729a1bbb26d6dda,0,1
509,L02826,2025-08-31,12:30:51,OUT,0729a1bbb26d6dda,0,1
510,L02517,2025-09-14,05:51:36,IN,0729a1bbb26d6dda,0,1
511,L01730,2025-09-14,06:14:17,IN,0729a1bbb26d6dda,0,1
512,G01070,2025-09-14,06:16:16,IN,0729a1bbb26d6dda,0,1
513,G01887,2025-09-14,06:16:27,IN,0729a1bbb26d6dda,0,1
514,G00496,2025-09-14,06:16:41,IN,0729a1bbb26d6dda,0,1
515,L00561,2025-09-14,06:16:49,IN,0729a1bbb26d6dda,0,1
516,GN230665,2025-09-14,06:18:33,IN,0729a1bbb26d6dda,0,1
517,GN231207,2025-09-14,06:20:41,IN,0729a1bbb26d6dda,0,1
518,GN250686,2025-09-14,06:22:41,IN,0729a1bbb26d6dda,0,1
519,GN230266,2025-09-14,06:23:22,IN,0729a1bbb26d6dda,0,1
520,G00025,2025-09-14,06:25:51,IN,0729a1bbb26d6dda,0,1
521,G00151,2025-09-14,06:25:57,IN,0729a1bbb26d6dda,0,1
522,G01732,2025-09-14,06:26:9,IN,0729a1bbb26d6dda,0,1
523,L03217,2025-09-14,06:26:16,IN,0729a1bbb26d6dda,0,1
524,G03222,2025-09-14,06:26:21,IN,0729a1bbb26d6dda,0,1
525,G00301,2025-09-14,06:26:32,IN,0729a1bbb26d6dda,0,1
526,F01460,2025-09-14,06:26:46,IN,0729a1bbb26d6dda,0,1
527,G03188,2025-09-14,06:26:56,IN,0729a1bbb26d6dda,0,1
528,G01816,2025-09-14,06:27:2,IN,0729a1bbb26d6dda,0,1
529,G02422,2025-09-14,06:31:8,IN,0729a1bbb26d6dda,0,1
530,GN230257,2025-09-14,06:31:24,IN,0729a1bbb26d6dda,0,1
531,L00134,2025-09-14,06:32:16,IN,0729a1bbb26d6dda,0,1
532,G01705,2025-09-14,06:32:39,IN,0729a1bbb26d6dda,0,1
533,L01108,2025-09-14,06:36:37,IN,0729a1bbb26d6dda,0,1
534,G01224,2025-09-14,06:36:50,IN,0729a1bbb26d6dda,0,1
535,G02298,2025-09-14,06:41:55,IN,0729a1bbb26d6dda,0,1
536,G01629,2025-09-14,07:31:58,IN,0729a1bbb26d6dda,0,1
537,G01028,2025-09-14,07:36:36,IN,0729a1bbb26d6dda,0,1
538,L00062,2025-09-14,08:08:57,IN,0729a1bbb26d6dda,0,1
539,G02376,2025-09-14,08:09:3,IN,0729a1bbb26d6dda,0,1
540,G02936,2025-09-14,08:09:8,IN,0729a1bbb26d6dda,0,1
541,GN252837,2025-09-14,08:09:45,IN,0729a1bbb26d6dda,0,1
542,GN230383,2025-09-14,10:24:26,IN,0729a1bbb26d6dda,0,1
543,GN230383,2025-09-14,10:24:36,OUT,0729a1bbb26d6dda,0,1
544,GN230383,2025-09-14,10:24:52,OUT,0729a1bbb26d6dda,0,1
545,G00301,2025-09-14,10:24:59,OUT,0729a1bbb26d6dda,0,1
546,L00287,2025-09-14,10:25:19,OUT,0729a1bbb26d6dda,0,1
547,GN230630,2025-09-14,10:33:4,OUT,0729a1bbb26d6dda,0,1
548,G02676,2025-09-14,10:33:21,OUT,0729a1bbb26d6dda,0,1
549,L02974,2025-09-14,10:33:26,OUT,0729a1bbb26d6dda,0,1
550,G00301,2025-09-14,10:35:40,OUT,0729a1bbb26d6dda,0,1
551,GN250684,2025-09-14,10:38:5,OUT,0729a1bbb26d6dda,0,1
552,GN231019,2025-09-14,10:38:15,OUT,0729a1bbb26d6dda,0,1
553,GN250699,2025-09-14,10:38:20,OUT,0729a1bbb26d6dda,0,1
554,L02623,2025-09-14,10:38:43,OUT,0729a1bbb26d6dda,0,1
555,GN250710,2025-09-14,10:38:51,OUT,0729a1bbb26d6dda,0,1
556,L00435,2025-09-14,10:39:12,OUT,0729a1bbb26d6dda,0,1
557,L02816,2025-09-14,10:39:17,OUT,0729a1bbb26d6dda,0,1
558,L02714,2025-09-14,10:39:22,OUT,0729a1bbb26d6dda,0,1
559,L02749,2025-09-14,10:39:30,OUT,0729a1bbb26d6dda,0,1
560,G01887,2025-09-14,10:39:49,OUT,0729a1bbb26d6dda,0,1
561,GN230485,2025-09-14,10:40:24,OUT,0729a1bbb26d6dda,0,1
562,GN230966,2025-09-14,10:40:32,OUT,0729a1bbb26d6dda,0,1
563,GN230361,2025-09-14,10:40:37,OUT,0729a1bbb26d6dda,0,1
564,GN230365,2025-09-14,10:40:41,OUT,0729a1bbb26d6dda,0,1
565,GN230241,2025-09-14,10:40:53,OUT,0729a1bbb26d6dda,0,1
566,GN231029,2025-09-14,10:41:24,OUT,0729a1bbb26d6dda,0,1
567,G01230,2025-09-14,10:41:29,OUT,0729a1bbb26d6dda,0,1
568,L02475,2025-09-14,10:41:52,OUT,0729a1bbb26d6dda,0,1
569,G02225,2025-09-14,10:42:42,OUT,0729a1bbb26d6dda,0,1
570,G01148,2025-09-14,10:42:53,OUT,0729a1bbb26d6dda,0,1
571,L03082,2025-09-14,10:43:15,OUT,0729a1bbb26d6dda,0,1
572,L00049,2025-09-14,10:43:21,OUT,0729a1bbb26d6dda,0,1
573,G00228,2025-09-14,10:43:29,OUT,0729a1bbb26d6dda,0,1
574,GN230360,2025-09-14,10:43:38,OUT,0729a1bbb26d6dda,0,1
575,GN230369,2025-09-14,10:43:52,OUT,0729a1bbb26d6dda,0,1
576,G00098,2025-09-14,10:43:57,OUT,0729a1bbb26d6dda,0,1
577,GN230363,2025-09-14,10:44:5,OUT,0729a1bbb26d6dda,0,1
578,G01181,2025-09-14,10:45:24,OUT,0729a1bbb26d6dda,0,1
579,L02180,2025-09-14,10:45:58,OUT,0729a1bbb26d6dda,0,1
580,GN231010,2025-09-14,10:47:27,OUT,0729a1bbb26d6dda,0,1
581,GN231026,2025-09-14,10:47:32,OUT,0729a1bbb26d6dda,0,1
582,G00338,2025-09-14,10:48:8,OUT,0729a1bbb26d6dda,0,1
583,L02262,2025-09-14,10:48:15,OUT,0729a1bbb26d6dda,0,1
584,L00218,2025-09-14,10:48:26,OUT,0729a1bbb26d6dda,0,1
585,G01028,2025-09-14,10:48:31,OUT,0729a1bbb26d6dda,0,1
586,G00523,2025-09-14,10:49:35,OUT,0729a1bbb26d6dda,0,1
587,L02946,2025-09-14,10:51:1,OUT,0729a1bbb26d6dda,0,1
588,G00912,2025-09-14,10:51:18,OUT,0729a1bbb26d6dda,0,1
589,GN230257,2025-09-14,10:52:25,OUT,0729a1bbb26d6dda,0,1
590,G01523,2025-09-14,10:52:37,OUT,0729a1bbb26d6dda,0,1
591,G01140,2025-09-14,10:53:2,OUT,0729a1bbb26d6dda,0,1
592,G00359,2025-09-14,10:53:9,OUT,0729a1bbb26d6dda,0,1
593,L03086,2025-09-14,10:55:21,OUT,0729a1bbb26d6dda,0,1
594,GN250712,2025-09-14,10:55:29,OUT,0729a1bbb26d6dda,0,1
595,G00402,2025-09-14,10:55:52,OUT,0729a1bbb26d6dda,0,1
596,G02412,2025-09-14,10:58:41,OUT,0729a1bbb26d6dda,0,1
597,L01218,2025-09-14,10:59:11,OUT,0729a1bbb26d6dda,0,1
598,G03297,2025-09-14,11:01:47,OUT,0729a1bbb26d6dda,0,1
599,G03283,2025-09-14,11:06:31,OUT,0729a1bbb26d6dda,0,1
600,L02496,2025-09-14,11:06:39,OUT,0729a1bbb26d6dda,0,1
601,GN230504,2025-09-14,11:06:44,OUT,0729a1bbb26d6dda,0,1
602,G02935,2025-09-14,11:09:19,OUT,0729a1bbb26d6dda,0,1
603,G00151,2025-09-14,11:09:22,OUT,0729a1bbb26d6dda,0,1
604,G00025,2025-09-14,11:10:0,OUT,0729a1bbb26d6dda,0,1
605,G01908,2025-09-14,11:15:34,OUT,0729a1bbb26d6dda,0,1
606,L01730,2025-09-14,11:16:59,OUT,0729a1bbb26d6dda,0,1
607,G00496,2025-09-14,11:17:55,OUT,0729a1bbb26d6dda,0,1
608,L00561,2025-09-14,11:18:0,OUT,0729a1bbb26d6dda,0,1
609,G00242,2025-09-14,11:22:35,OUT,0729a1bbb26d6dda,0,1
610,GN231207,2025-09-14,11:25:59,OUT,0729a1bbb26d6dda,0,1
611,GN230665,2025-09-14,11:26:8,OUT,0729a1bbb26d6dda,0,1
612,GN230266,2025-09-14,11:26:20,OUT,0729a1bbb26d6dda,0,1
613,G02422,2025-09-14,11:32:39,OUT,0729a1bbb26d6dda,0,1
614,G03190,2025-09-14,11:43:47,OUT,0729a1bbb26d6dda,0,1
