SRNO,GRNO,date,Time,Entry,deviceId,on,off
151,G00307,2025-01-19,07:01:41,IN,0729a1bbb26d6dda,1,1
152,L01645,2025-01-19,07:01:50,IN,0729a1bbb26d6dda,1,1
153,GN230222,2025-01-19,07:03:56,IN,0729a1bbb26d6dda,1,1
154,GN230383,2025-01-19,07:04:58,IN,0729a1bbb26d6dda,1,1
155,G01230,2025-01-19,07:05:17,IN,0729a1bbb26d6dda,1,1
156,GN231029,2025-01-19,07:05:21,IN,0729a1bbb26d6dda,1,1
157,GN231267,2025-01-19,07:05:29,IN,0729a1bbb26d6dda,1,1
158,L02738,2025-01-19,07:05:38,IN,0729a1bbb26d6dda,1,1
159,L02475,2025-01-19,07:05:43,IN,0729a1bbb26d6dda,1,1
160,G00930,2025-01-19,07:05:51,IN,0729a1bbb26d6dda,1,1
161,G01727,2025-01-19,07:05:56,IN,0729a1bbb26d6dda,1,1
162,G02964,2025-01-19,07:06:9,IN,0729a1bbb26d6dda,1,1
163,GN230266,2025-01-19,07:06:22,IN,0729a1bbb26d6dda,1,1
164,G02835,2025-01-19,07:06:28,IN,0729a1bbb26d6dda,1,1
165,G02298,2025-01-19,07:06:43,IN,0729a1bbb26d6dda,1,1
166,GN230638,2025-01-19,07:06:49,IN,0729a1bbb26d6dda,1,1
167,L00278,2025-01-19,07:07:2,IN,0729a1bbb26d6dda,1,1
168,L02571,2025-01-19,07:07:8,IN,0729a1bbb26d6dda,1,1
169,L02816,2025-01-19,07:07:20,IN,0729a1bbb26d6dda,1,1
170,G02935,2025-01-19,07:08:6,IN,0729a1bbb26d6dda,1,1
171,G00884,2025-01-19,07:08:50,IN,0729a1bbb26d6dda,1,1
172,G00001,2025-01-19,07:08:59,IN,0729a1bbb26d6dda,1,1
173,L02714,2025-01-19,07:09:19,IN,0729a1bbb26d6dda,1,1
174,G01245,2025-01-19,07:10:26,IN,0729a1bbb26d6dda,1,1
175,G00483,2025-01-19,07:10:35,IN,0729a1bbb26d6dda,1,1
176,G00912,2025-01-19,07:11:10,IN,0729a1bbb26d6dda,1,1
177,GN231207,2025-01-19,07:11:35,IN,0729a1bbb26d6dda,1,1
178,GN231019,2025-01-19,07:13:58,IN,0729a1bbb26d6dda,1,1
179,L00402,2025-01-19,07:15:34,IN,0729a1bbb26d6dda,1,1
180,G01705,2025-01-19,07:16:8,IN,0729a1bbb26d6dda,1,1
181,G00669,2025-01-19,07:17:5,IN,0729a1bbb26d6dda,1,1
182,G03188,2025-01-19,07:18:38,IN,0729a1bbb26d6dda,1,1
183,GN230338,2025-01-19,07:20:11,IN,0729a1bbb26d6dda,1,1
184,GN230500,2025-01-19,07:23:30,IN,0729a1bbb26d6dda,1,1
185,GN230268,2025-01-19,07:24:26,IN,0729a1bbb26d6dda,1,1
186,G01527,2025-01-19,07:26:27,IN,0729a1bbb26d6dda,1,1
187,L02823,2025-01-19,07:26:33,IN,0729a1bbb26d6dda,1,1
188,G01755,2025-01-19,07:26:45,IN,0729a1bbb26d6dda,1,1
189,G00402,2025-01-19,07:26:50,IN,0729a1bbb26d6dda,1,1
190,G02157,2025-01-19,07:27:32,IN,0729a1bbb26d6dda,1,1
191,GN230365,2025-01-19,07:28:1,IN,0729a1bbb26d6dda,1,1
192,GN230966,2025-01-19,07:28:6,IN,0729a1bbb26d6dda,1,1
193,GN230361,2025-01-19,07:28:11,IN,0729a1bbb26d6dda,1,1
194,L02623,2025-01-19,07:29:28,IN,0729a1bbb26d6dda,1,1
195,L02789,2025-01-19,07:29:52,IN,0729a1bbb26d6dda,1,1
196,G01168,2025-01-19,07:30:16,IN,0729a1bbb26d6dda,1,1
197,GN231180,2025-01-19,07:31:7,IN,0729a1bbb26d6dda,1,1
198,GN230554,2025-01-19,07:31:19,IN,0729a1bbb26d6dda,1,1
199,G00740,2025-01-19,07:31:56,IN,0729a1bbb26d6dda,1,1
200,GN230630,2025-01-19,07:32:1,IN,0729a1bbb26d6dda,1,1
201,L02956,2025-01-19,07:32:53,IN,0729a1bbb26d6dda,1,1
202,G02860,2025-01-19,07:32:57,IN,0729a1bbb26d6dda,1,1
203,L00123,2025-01-19,07:33:7,IN,0729a1bbb26d6dda,1,1
204,G00687,2025-01-19,07:33:36,IN,0729a1bbb26d6dda,1,1
205,G00359,2025-01-19,07:34:31,IN,0729a1bbb26d6dda,1,1
206,GN230363,2025-01-19,07:35:35,IN,0729a1bbb26d6dda,1,1
207,L03086,2025-01-19,07:37:0,IN,0729a1bbb26d6dda,1,1
208,L00218,2025-01-19,07:37:41,IN,0729a1bbb26d6dda,1,1
209,G01161,2025-01-19,07:38:20,IN,0729a1bbb26d6dda,1,1
210,G03312,2025-01-19,07:38:47,IN,0729a1bbb26d6dda,1,1
211,G03190,2025-01-19,07:42:6,IN,0729a1bbb26d6dda,1,1
212,G01028,2025-01-19,07:42:15,IN,0729a1bbb26d6dda,1,1
213,GN230460,2025-01-19,07:43:54,IN,0729a1bbb26d6dda,1,1
214,GN231152,2025-01-19,10:26:10,OUT,0729a1bbb26d6dda,1,1
215,L00123,2025-01-19,10:30:6,OUT,0729a1bbb26d6dda,1,1
216,GN231180,2025-01-19,10:32:13,OUT,0729a1bbb26d6dda,1,1
217,G01887,2025-01-19,10:32:28,OUT,0729a1bbb26d6dda,1,1
218,GN230932,2025-01-19,10:32:39,OUT,0729a1bbb26d6dda,1,1
219,G00228,2025-01-19,10:34:18,OUT,0729a1bbb26d6dda,1,1
220,M03787,2025-01-19,10:47:22,OUT,0729a1bbb26d6dda,1,1
221,L02623,2025-01-19,10:47:29,OUT,0729a1bbb26d6dda,1,1
222,G01972,2025-01-19,10:49:6,OUT,0729a1bbb26d6dda,1,1
223,GN231267,2025-01-19,11:05:27,OUT,0729a1bbb26d6dda,1,1
224,L02475,2025-01-19,11:05:33,OUT,0729a1bbb26d6dda,1,1
225,G01908,2025-01-19,11:06:54,OUT,0729a1bbb26d6dda,1,1
226,G00496,2025-01-19,11:07:43,OUT,0729a1bbb26d6dda,1,1
227,G00018,2025-01-19,11:17:33,OUT,0729a1bbb26d6dda,1,1
228,L02517,2025-01-19,11:32:46,OUT,0729a1bbb26d6dda,1,1
229,G00301,2025-01-26,04:14:53,IN,0729a1bbb26d6dda,1,1
230,G00018,2025-01-26,04:14:59,IN,0729a1bbb26d6dda,1,1
231,G00025,2025-01-26,05:28:8,IN,0729a1bbb26d6dda,1,1
232,G01443,2025-01-26,05:28:19,IN,0729a1bbb26d6dda,1,1
233,GN230222,2025-01-26,05:52:0,IN,0729a1bbb26d6dda,1,1
234,L00603,2025-01-26,05:52:12,IN,0729a1bbb26d6dda,1,1
235,G00930,2025-01-26,05:53:44,IN,0729a1bbb26d6dda,1,1
236,GN231378,2025-01-26,05:57:31,IN,0729a1bbb26d6dda,1,1
237,G02964,2025-01-26,05:58:41,IN,0729a1bbb26d6dda,1,1
238,GN230638,2025-01-26,05:58:49,IN,0729a1bbb26d6dda,1,1
239,G00439,2025-01-26,06:02:11,IN,0729a1bbb26d6dda,1,1
240,L02517,2025-01-26,06:06:16,IN,0729a1bbb26d6dda,1,1
241,GN230932,2025-01-26,06:06:45,IN,0729a1bbb26d6dda,1,1
242,G01421,2025-01-26,06:08:4,IN,0729a1bbb26d6dda,1,1
243,G00151,2025-01-26,06:08:10,IN,0729a1bbb26d6dda,1,1
244,G01031,2025-01-26,06:08:15,IN,0729a1bbb26d6dda,1,1
245,G00884,2025-01-26,06:09:7,IN,0729a1bbb26d6dda,1,1
246,GN231207,2025-01-26,06:09:15,IN,0729a1bbb26d6dda,1,1
247,GN230266,2025-01-26,06:18:54,IN,0729a1bbb26d6dda,1,1
248,G01816,2025-01-26,06:24:42,IN,0729a1bbb26d6dda,1,1
249,G03188,2025-01-26,06:24:49,IN,0729a1bbb26d6dda,1,1
250,G01908,2025-01-26,06:24:55,IN,0729a1bbb26d6dda,1,1
251,G02746,2025-01-26,06:27:24,IN,0729a1bbb26d6dda,1,1
252,G01887,2025-01-26,06:30:32,IN,0729a1bbb26d6dda,1,1
253,GN230665,2025-01-26,06:31:59,IN,0729a1bbb26d6dda,1,1
254,L01730,2025-01-26,06:34:29,IN,0729a1bbb26d6dda,1,1
255,L01851,2025-01-26,06:34:39,IN,0729a1bbb26d6dda,1,1
256,GN230383,2025-01-26,06:35:56,IN,0729a1bbb26d6dda,1,1
257,G01070,2025-01-26,06:36:20,IN,0729a1bbb26d6dda,1,1
258,L00561,2025-01-26,06:36:55,IN,0729a1bbb26d6dda,1,1
259,G01224,2025-01-26,06:37:57,IN,0729a1bbb26d6dda,1,1
260,G03038,2025-01-26,06:39:25,IN,0729a1bbb26d6dda,1,1
261,GN230500,2025-01-26,06:52:23,IN,0729a1bbb26d6dda,1,1
262,GN230554,2025-01-26,06:52:38,IN,0729a1bbb26d6dda,1,1
263,GN231180,2025-01-26,06:53:10,IN,0729a1bbb26d6dda,1,1
264,L01655,2025-01-26,06:53:21,IN,0729a1bbb26d6dda,1,1
265,G01972,2025-01-26,06:53:30,IN,0729a1bbb26d6dda,1,1
266,L00287,2025-01-26,06:55:59,IN,0729a1bbb26d6dda,1,1
267,GN231019,2025-01-26,06:56:14,IN,0729a1bbb26d6dda,1,1
268,G01727,2025-01-26,06:57:31,IN,0729a1bbb26d6dda,1,1
269,L02738,2025-01-26,06:57:36,IN,0729a1bbb26d6dda,1,1
270,L01320,2025-01-26,06:58:57,IN,0729a1bbb26d6dda,1,1
271,G00307,2025-01-26,06:59:5,IN,0729a1bbb26d6dda,1,1
272,L00134,2025-01-26,07:01:25,IN,0729a1bbb26d6dda,1,1
273,L01645,2025-01-26,07:02:8,IN,0729a1bbb26d6dda,1,1
274,F02450,2025-01-26,07:02:25,IN,0729a1bbb26d6dda,1,1
275,M02964,2025-01-26,07:02:32,IN,0729a1bbb26d6dda,1,1
276,G00391,2025-01-26,07:03:0,IN,0729a1bbb26d6dda,1,1
277,G02298,2025-01-26,07:03:27,IN,0729a1bbb26d6dda,1,1
278,GN230338,2025-01-26,07:05:3,IN,0729a1bbb26d6dda,1,1
279,L00211,2025-01-26,07:05:24,IN,0729a1bbb26d6dda,1,1
280,G01374,2025-01-26,07:05:30,IN,0729a1bbb26d6dda,1,1
281,GN231029,2025-01-26,07:06:0,IN,0729a1bbb26d6dda,1,1
282,GN231267,2025-01-26,07:06:11,IN,0729a1bbb26d6dda,1,1
283,L00169,2025-01-26,07:06:17,IN,0729a1bbb26d6dda,1,1
284,L03060,2025-01-26,07:07:0,IN,0729a1bbb26d6dda,1,1
285,L02033,2025-01-26,07:07:54,IN,0729a1bbb26d6dda,1,1
286,GN230360,2025-01-26,07:08:2,IN,0729a1bbb26d6dda,1,1
287,GN230363,2025-01-26,07:08:15,IN,0729a1bbb26d6dda,1,1
288,G00359,2025-01-26,07:08:25,IN,0729a1bbb26d6dda,1,1
289,AHC0 2422,2025-01-26,07:10:19,IN,0729a1bbb26d6dda,1,1
290,G00001,2025-01-26,07:12:38,IN,0729a1bbb26d6dda,1,1
291,L00278,2025-01-26,07:12:52,IN,0729a1bbb26d6dda,1,1
292,L02571,2025-01-26,07:13:2,IN,0729a1bbb26d6dda,1,1
293,G01230,2025-01-26,07:14:12,IN,0729a1bbb26d6dda,1,1
294,L02974,2025-01-26,07:16:30,IN,0729a1bbb26d6dda,1,1
295,G02676,2025-01-26,07:16:41,IN,0729a1bbb26d6dda,1,1
296,L02623,2025-01-26,07:17:59,IN,0729a1bbb26d6dda,1,1
297,G02935,2025-01-26,07:22:46,IN,0729a1bbb26d6dda,1,1
298,GN230241,2025-01-26,07:23:37,IN,0729a1bbb26d6dda,1,1
299,G02745,2025-01-26,07:23:49,IN,0729a1bbb26d6dda,1,1
300,GN230268,2025-01-26,07:26:55,IN,0729a1bbb26d6dda,1,1
301,L01666,2025-01-26,07:27:33,IN,0729a1bbb26d6dda,1,1
302,G00687,2025-01-26,07:27:53,IN,0729a1bbb26d6dda,1,1
303,G01043,2025-01-26,07:29:41,IN,0729a1bbb26d6dda,1,1
304,L01218,2025-01-26,07:30:43,IN,0729a1bbb26d6dda,1,1
305,G01629,2025-01-26,07:31:23,IN,0729a1bbb26d6dda,1,1
306,GN231026,2025-01-26,07:32:3,IN,0729a1bbb26d6dda,1,1
307,GN230460,2025-01-26,07:32:28,IN,0729a1bbb26d6dda,1,1
308,L03218,2025-01-26,07:32:57,IN,0729a1bbb26d6dda,1,1
309,G02412,2025-01-26,07:33:5,IN,0729a1bbb26d6dda,1,1
310,G01315,2025-01-26,07:34:2,IN,0729a1bbb26d6dda,1,1
311,G00866,2025-01-26,07:34:57,IN,0729a1bbb26d6dda,1,1
312,G01168,2025-01-26,07:35:51,IN,0729a1bbb26d6dda,1,1
313,G01245,2025-01-26,07:36:0,IN,0729a1bbb26d6dda,1,1
314,G03312,2025-01-26,07:36:8,IN,0729a1bbb26d6dda,1,1
315,GN230754,2025-01-26,07:36:40,IN,0729a1bbb26d6dda,1,1
316,L03086,2025-01-26,07:41:24,IN,0729a1bbb26d6dda,1,1
317,L00242,2025-01-26,07:41:54,IN,0729a1bbb26d6dda,1,1
318,G03190,2025-01-26,07:42:33,IN,0729a1bbb26d6dda,1,1
319,G02860,2025-01-26,07:43:3,IN,0729a1bbb26d6dda,1,1
320,GN230369,2025-01-26,07:43:11,IN,0729a1bbb26d6dda,1,1
321,G00132,2025-01-26,07:43:19,IN,0729a1bbb26d6dda,1,1
322,G01181,2025-01-26,07:43:45,IN,0729a1bbb26d6dda,1,1
323,L00049,2025-01-26,07:45:2,IN,0729a1bbb26d6dda,1,1
324,L03082,2025-01-26,07:45:7,IN,0729a1bbb26d6dda,1,1
325,G00098,2025-01-26,07:45:11,IN,0729a1bbb26d6dda,1,1
326,G02376,2025-01-26,07:49:6,IN,0729a1bbb26d6dda,1,1
327,L00062,2025-01-26,07:50:10,IN,0729a1bbb26d6dda,1,1
328,G03071,2025-01-26,07:52:56,IN,0729a1bbb26d6dda,1,1
329,G01148,2025-01-26,07:53:31,IN,0729a1bbb26d6dda,1,1
330,G01617,2025-01-26,07:54:46,IN,0729a1bbb26d6dda,1,1
331,G00669,2025-01-26,07:54:59,IN,0729a1bbb26d6dda,1,1
332,L02180,2025-01-26,07:55:59,IN,0729a1bbb26d6dda,1,1
333,G00483,2025-01-26,07:58:44,IN,0729a1bbb26d6dda,1,1
334,G02225,2025-01-26,07:58:49,IN,0729a1bbb26d6dda,1,1
335,L02749,2025-01-26,08:09:39,IN,0729a1bbb26d6dda,1,1
336,GN230361,2025-01-26,08:09:45,IN,0729a1bbb26d6dda,1,1
337,L02816,2025-01-26,08:10:39,IN,0729a1bbb26d6dda,1,1
338,G02129,2025-01-26,08:21:35,IN,0729a1bbb26d6dda,1,1
339,G01125,2025-01-26,08:30:1,IN,0729a1bbb26d6dda,1,1
340,G02936,2025-01-26,08:31:45,IN,0729a1bbb26d6dda,1,1
341,G02859,2025-01-26,08:32:49,IN,0729a1bbb26d6dda,1,1
342,G01161,2025-01-26,08:44:30,IN,0729a1bbb26d6dda,1,1
343,G01421,2025-01-26,10:19:21,OUT,0729a1bbb26d6dda,1,1
344,L00211,2025-01-26,10:22:1,OUT,0729a1bbb26d6dda,1,1
345,G01374,2025-01-26,10:22:7,OUT,0729a1bbb26d6dda,1,1
346,G01727,2025-01-26,10:23:39,OUT,0729a1bbb26d6dda,1,1
347,L02738,2025-01-26,10:23:46,OUT,0729a1bbb26d6dda,1,1
348,G02745,2025-01-26,10:25:29,OUT,0729a1bbb26d6dda,1,1
349,G00866,2025-01-26,10:26:6,OUT,0729a1bbb26d6dda,1,1
350,G02860,2025-01-26,10:26:23,OUT,0729a1bbb26d6dda,1,1
351,GN231378,2025-01-26,10:26:28,OUT,0729a1bbb26d6dda,1,1
352,L02623,2025-01-26,10:26:55,OUT,0729a1bbb26d6dda,1,1
353,G03071,2025-01-26,10:27:23,OUT,0729a1bbb26d6dda,1,1
